REF NO,DISTRICT,UPAZILA,ORGANIZATION_NAME,EIIN
304,Khulna,Paikgachha,BHOLANATH SUKHAND SUNDARI SECONDARY SCHOOL,117250
305,Khulna,Paikgachha,HARIDHALI UNION HIGH SCHOOL,117251
306,Khulna,Paikgachha,CHANDKHALISECONDRY HIGH SCHOOL,117255
307,Khulna,Paikgachha,CHARBANDHA HIGH SCHOOL,117256
308,Khulna,Paikgachha,BAGULARCHAK AKPKM HIGH SCHOOL,117259
309,Khulna,Paikgachha,KAPILMUNI MEHERNNESSAGIRLS HIGH SCHOOL,117260
310,Khulna,Paikgachha,HARIDASKATI BEGUM JALAL UDDIN GIRLS SCHOOL,117261
311,Khulna,Paikgachha,KAMLAPURGARRERABADHARINAGAR FEDUARABADMOUKHALI UNITED ACADEMY,117267
312,Khulna,Paikgachha,BAHIRBUNIA GODARDANGAPUTIMARI SAMUKPOTA HIGH SCHOOL,117268
313,Khulna,Paikgachha,SAMMILANI BIDYA NIKETAN,117271
314,Khulna,Paikgachha,SOLADAN HIGH SCHOOL,117272
315,Khulna,Paikgachha,ALOKEDWIP SECONDARY SCHOOL,117276
316,Khulna,Paikgachha,ADARSHA GIRLS HIGH SCHOOL,117278
317,Khulna,Paikgachha,KHARI NABARUN SECONDARY SCHOOL,117288
318,Khulna,Paikgachha,KAPILMUNI ZAFFAR AWLIA FAZIL MADERSH,117299
319,Khulna,Paikgachha,LASKAR PAIKGACHA ISKAMIA DAKHIL MADRASHA,117301
320,Khulna,Paikgachha,ALAMTALA ISLAMIA AZIZIA FAZIL MADRASHA,117303
321,Khulna,Paikgachha,GOJALIA KALUA ALIM MADRASHA,117306
322,Khulna,Paikgachha,RARULIKATIPARABANKAKHASRAHARISH CHANDRA COLLEGIATE SCHOOL,117327
323,Khulna,Paikgachha,LAKSHMIKHOLA COLLEGIATE SCHOOL,117328
324,Meherpur,Gangni,CHITLA SECONDARY SCHOOL,118217
325,Meherpur,Gangni,BHATPARA SECONDARY SCHOOL,118226
326,Meherpur,Mujib Nagar,DARIAPUR GOUSIA DHAKHIL MADRASHA,118279
327,Narail,Kalia,KALIA ALIM MADRASHA,118380
328,Satkhira,Tala,SARSA BHARUL ULUM DHAKIL MADRASAH,119081
329,BOGURA,BOGURA SADAR,KATNAR CENTRAL GIRLS HIGH SCHOOL,119173
330,BOGURA,BOGURA SADAR,MALOTINAGAR HIGH SCHOOL,119182
331,BOGURA,BOGURA SADAR,UTTARAN HIGH SCHOOL,119189
332,BOGURA,BOGURA SADAR,BAMON PARA HIGH SCHOOL,119207
333,BOGURA,SHAJAHANPUR,DEMAJANI SMR HIGH SCHOOL,119270
334,BOGURA,SHAJAHANPUR,ARIYARAHIMABAD HIGH SCHOOL,119274
335,BOGURA,SHAJAHANPUR,BOHAHI UCCHO BIDDALOY,119283
336,BOGURA,SHAJAHANPUR,BARAPATHAR HIGH SCHOOL,119288
337,BOGURA,SHAJAHANPUR,KHARNA NADUR PUKURISLAMIA HIGH SCHOOL,119293
338,BOGURA,SHAJAHANPUR,SHAJAPUR BELPUKUR HIGH SCHOOL,119295
339,BOGURA,SHAJAHANPUR,DOMON PUKUR AMINIA KAMIL MADRASAH,119297
340,BOGURA,SHAJAHANPUR,JORA NAJMUL ULUM KAMIL MADRASAH,119298
341,BOGURA,SHAJAHANPUR,ATAIL FAZIL MADRASHA,119300
342,BOGURA,SHAJAHANPUR,DARIGACHA DARUS SALAM DAKHIL MADRASHA,119304
343,BOGURA,SHAJAHANPUR,MADLA TANJIMUL ULUM DAKHIL MADRASAH,119316
344,BOGURA,SHAJAHANPUR,BARANJUL AMAN BALOK DAKHIL MADRASHA,119319
345,Dinajpur,Chirirbandar,CHIRIRBANDAR GIRLS HIGH SCHOOL,120273
346,Dinajpur,Chirirbandar,SATNALA ML HIGH SCHOOL,120275
347,Dinajpur,Chirirbandar,NOBIPUR HIGH SCHOOL,120278
348,Dinajpur,Chirirbandar,DANGARHAT HIGH SCHOOL,120282
349,Dinajpur,Chirirbandar,BINNAKURI HIGH SCHOOL,120283
350,Dinajpur,Chirirbandar,SHUKHIPIR HIGH SCHOOL,120284
351,Dinajpur,Chirirbandar,SONKAIR AG HIGH SCHOOL,120286
352,Dinajpur,Chirirbandar,KHOCHNA NOYAPARA HIGH SCHOOL,120287
353,Dinajpur,Chirirbandar,KALIGONJ HIGH SCHOOL,120288
354,Dinajpur,Chirirbandar,RANIRBANDAR NAJRUL ISLAM GIRLS SCHOOL,120289
355,Dinajpur,Chirirbandar,UTTOR POLASHBARI A S M HIGH SCHOOL,120290
356,Dinajpur,Chirirbandar,HASHIMPUR MOLLAPARA HIGH SCHOOL,120291
357,Dinajpur,Chirirbandar,VUSHIRBANDAR HIGH SCHOOL,120293
358,Dinajpur,Chirirbandar,BASUDEBPUR HIGH SCHOOL,120295
359,Dinajpur,Chirirbandar,DAKSHIN ALOKDIHI HIGH SCHOOL,120296
360,Dinajpur,Chirirbandar,DOKKHIN NOSHROTPUR HIGH SCHOOL,120302
361,Dinajpur,Chirirbandar,UTTOR VOLANATHPUR HIGH SCHOOL,120303
362,Dinajpur,Chirirbandar,FATEJONGPUR HIGH SCHOOL,120304
363,Dinajpur,Chirirbandar,GOMIRAHAT TOFSHILI HIGH SCHOOL,120305
364,Dinajpur,Chirirbandar,DOGORBARI HIGH SCHOOL,120307
365,Dinajpur,Chirirbandar,PASCHIM SAITARA SUSHIL CHANDRA HIGH SCHOOL,120308
366,Dinajpur,Chirirbandar,HARISH CHANDRAPUR HIGH SCHOOL,120311
367,Dinajpur,Chirirbandar,CHOTO HASHIMPUR ROMON MEMORIAL HIGH SCHOOL,120312
368,Dinajpur,Chirirbandar,GHANTAGHOR ADARSHA GIRLS HIGH SCHOOL,120315
369,Dinajpur,Chirirbandar,NASHROTPUR POLLI UNNOYON HIGH SCHOOL,120316
370,Dinajpur,Chirirbandar,VIYAIL GIRLS HIGH SCHOOL,120317
371,Dinajpur,Chirirbandar,SHASHARPUR HIGH SCHOOL,120319
372,Dinajpur,Chirirbandar,JANONI GIRLS HIGH SCHOOL,120320
373,Dinajpur,Chirirbandar,HORANONDOPUR HIGH SCHOOL,120324
374,Dinajpur,Chirirbandar,AMBARI GIRLS HIGH SCHOOL,120329
375,Dinajpur,Chirirbandar,VUSHIRBANDAR SAMIR UDDIN GIRLS HIGH SCHOOL,120331
376,Dinajpur,Chirirbandar,KUTUBDANGA GIRLS HIGH SCHOOL,120334
377,Dinajpur,Chirirbandar,FALIMARIDANGA HIGH SCHOOL,120335
378,Dinajpur,Chirirbandar,BELTOLI GIRLS HIGH SCHOOL,120340
379,Dinajpur,Chirirbandar,NAWKHAIR IDEAL HIGH SCHOOL,120343
380,Dinajpur,Chirirbandar,POLASHBARI JOBBARIA FAZIL MADRASA,120350
381,Dinajpur,Chirirbandar,NANDERAI DARUL HUDA KAMIL MADRASA,120351
382,Dinajpur,Chirirbandar,JOYPUR FATEH ALI FAZIL MADRASA,120354
383,Dinajpur,Chirirbandar,AULIAPUKUR HIULULUM FAZIL MADRASA,120355
384,Dinajpur,Chirirbandar,ICHAMOTI FAZIL MADRASA AND VOCATIONAL,120365
385,Dinajpur,Chirirbandar,DARUL FALAH ALIM MADRASA AND VOCATIONL,120367
386,Dinajpur,Chirirbandar,PURAN BINNAKURI DARUS SALAM ALIM MADRASA,120369
387,Dinajpur,Chirirbandar,BASUDEBPUR BALIKA DK MADRAS,120370
388,Dinajpur,Chirirbandar,DOKSHIN SUKDEBPUR DN DK MADRASA,120372
389,Dinajpur,Chirirbandar,KHOCHNA TAFSHILI SCHOOL AND COLLEGE,120398
390,Dinajpur,Chirirbandar,JOGONNATHPUR HIGH SCHOOL,120548
391,Dinajpur,Chirirbandar,HASHIMPUR HIGH SCHOOL,120646
392,Dinajpur,Dinajpur Sadar,CHERADANGI HIGH SCHOOL,120714
393,Dinajpur,Dinajpur Sadar,DARIAL DAKHIL MADRASHA,120799
394,Dinajpur,Parbatipur,AMANATULLAH HIGH SCHOOL,120970
395,Gaibandha,Fulchhari,KANCHIPARA MAU ACADEMY,121073
396,Gaibandha,Sundarganj,NAZIMABAD HIGH SCHOOL,121622
397,Gaibandha,Sundarganj,KHAMAR MONIRAN HIGH SCHOOL,121626
398,Gaibandha,Sundarganj,RAMDEV BL HIGH SCHOOL,121630
399,Gaibandha,Sundarganj,BAMANDANGA GIRLS HIGH SCHOOL,121640
400,Gaibandha,Sundarganj,GOPALCHARAN HIGH SCHOOL,121641
401,Gaibandha,Sundarganj,DHAPACHILA DWIMUKHI HIGH SCHOOL,121646
402,Gaibandha,Sundarganj,DHANIARKURA HIGH SCHOOL,121647
403,Gaibandha,Sundarganj,KHAMAR MONIRAM BALIKA UCCHU BIDDA NIKETON,121662
404,Gaibandha,Sundarganj,JAMLHAT GIRLS HIGH SCHOOL,121664
405,Gaibandha,Sundarganj,KASHAM BAZAR GIRLS HIGH SCHOOL,121671
406,Gaibandha,Sundarganj,RAMJIBON HIGH SCHOOL,121679
407,Gaibandha,Sundarganj,PUTIMARI HIGH SCHOOL,121680
408,Gaibandha,Sundarganj,DAKHIN RAMJIBON KHADJUNIOR SCHOOL,121694
409,Gaibandha,Sundarganj,BAZARPARA KKU KASDHO DAKHIL MADRASHA,121710
410,Gaibandha,Sundarganj,KHAMAR PANCHGACHHI DAKHIL MADRASHA,121714
411,Gaibandha,Sundarganj,RAHMANPUR ABDH DAKHIL MADRASHA,121716
412,Gaibandha,Sundarganj,UZAN BOCHAGARI ILIAS KHA MOHAMMADIA DAKHIL MADRASHA,121718
413,Kurigram,Chilmari,FAKIRER HAT HIGH SCHOOL,122150
414,Kurigram,Chilmari,MUDHAFAT THANA SC HIGH SCHOOL,122151
415,Kurigram,Chilmari,RADHA BOLLAV HIGH SCHOOL,122162
416,Kurigram,Chilmari,CHILMARI SINIOR ALIM MADRASAH,122165
417,Kurigram,Chilmari,RAJARVITA SINIOR ALIM MADRASAH,122167
418,Kurigram,Chilmari,PATROKHATA RIAJUL JANNAH DAKHIL MADRASAH,122175
419,Lalmonirhat,Aditmari,NAMURI HIGH SCHOOL AND COLLEGE,122718
420,Lalmonirhat,Aditmari,GOBARDHAN HAIDARIA BL HIGH SCHOOL,122721
421,Lalmonirhat,Aditmari,TALUK DULALI RAJKACHARI HIGH SCHOOL,122738
422,Lalmonirhat,Aditmari,RAISBAG KARAMOTIA DAKHIL MADRASA,122758
423,Lalmonirhat,Kaligang,KAKINA MRM HIGH SCHOOL,122834
424,Lalmonirhat,Kaligang,HAZRANIA BL HIGH SCHOOL,122839
425,Lalmonirhat,Kaligang,BANINAGAR HIGH SCHOOL,122842
426,Lalmonirhat,Kaligang,BARAJAN SC HIGH SCHOOL,122846
427,Lalmonirhat,Kaligang,CHAMTAHAT BL HIGH SCHOOL,122848
428,Lalmonirhat,Kaligang,TALUK SHAKHATI HIGH SCHOOL,122852
429,Lalmonirhat,Kaligang,GAGLAR PAR HIGH SCHOOL,122854
430,Lalmonirhat,Kaligang,SUNDRAHABI HIGH SCHOOL,122860
431,Lalmonirhat,Kaligang,SHAKHATI JABBARIA DAKHIL MADRASHA,122869
432,Lalmonirhat,Kaligang,CHALBALA DALGRAM EKRAMIA FAZIL MADRASHA,122871
433,Lalmonirhat,Kaligang,GORAL DAKHIL MADRASHA,122880
434,Lalmonirhat,Kaligang,NAWDABAS DAKHIL MADRASHA,122884
435,Lalmonirhat,Lalmonirhat Sadar,TEESTA KHALILUR RAHMAN KHADEM HIGHT SCHOOL,122904
436,Lalmonirhat,Lalmonirhat Sadar,LALMONIRHAT NESARIA KAMIL MADRASAH,122960
437,Lalmonirhat,Patgram,BURIMARIHASHOR UDDIN HIGH SCHOOL,122994
438,Lalmonirhat,Patgram,PANBARI HIGH SCHOOL,123002
439,Lalmonirhat,Patgram,PATGRAM ADARSHA HIGH SCHOOL,123013
440,Naogaon,Raninagar,MIRAT HIGH SCHOOL,123722
441,Natore,Natore Sadar,KASBA HIGH SCHOOL,124126
442,Natore,Natore Sadar,SHEREBANGLA HIGH SCHOOL,124134
443,Natore,Natore Sadar,BONBELGHORIA SHAHID REZAUNNABI HIGH SCHOOL,124136
444,Natore,Natore Sadar,GREEN ACADEMY HIGH SCHOOL,124138
445,Natore,Natore Sadar,NATORE MOHARAJA JN SCHOOL AND COLLEGE,124141
446,Natore,Natore Sadar,KAFURIA HSS HIGH SCHOOL,124147
447,Natore,Natore Sadar,DHARAIL HIGH SCHOOL,124150
448,Natore,Natore Sadar,CHATTANI HIGH SCHOOL,124156
449,Natore,Natore Sadar,CHANDRAKOLA SI HIGH SCHOOL,124163
450,Natore,Natore Sadar,PIRGANJ HIGH SCHOOL,124168
451,Natore,Natore Sadar,DATTAPARA HIGH SCHOOL,124169
452,Natore,Natore Sadar,NAWPARA GIRLS HIGH SCHOOL,124171
453,Natore,Natore Sadar,PANDITGRAM HIGH SCHOOL,124172
454,Natore,Natore Sadar,LAXMIPUR ALIM MADRAASAH,124205
455,Natore,Natore Sadar,ALMADRASATUL JAMHURIA KAMIL MADRAASAH,124211
456,Chapai Nawabganj,Chapai Nawabganj Sadar,SUJAN ACADEMY,124518
457,Chapai Nawabganj,Chapai Nawabganj Sadar,DURGAPUR DARUL ULOM DAKHIL MADRASHA,124585
458,Nilphamari,Kishoreganj,MAGURA HIGH SCHOOL,124985
459,Nilphamari,Kishoreganj,SINGER GARI HIGH SCHOOL,124990
460,Nilphamari,Kishoreganj,NAYAN KHAL SCHOOL AND COLLEGE,124991
461,Nilphamari,Kishoreganj,KHAMAR GARAGRAM HIGH SCHOOL,124992
462,Nilphamari,Kishoreganj,CHANDKHANA HIGH SCHOOL,124993
463,Nilphamari,Kishoreganj,SISUNIKETON SCHOOL AND COLLEGE,124998
464,Nilphamari,Kishoreganj,SITE RAJIB ADARSHO HIGH SCHOOL,125015
465,Nilphamari,Kishoreganj,RANACHANDI BASUNIYA PARA BALIKA DAKHIL MADRASHA,125032
466,Nilphamari,Kishoreganj,MAGURA MUNSI PARA DAKHIL MADRASHA,125036
467,Nilphamari,Kishoreganj,NITAI DANGAPARA MAHBUBIA DAKHIL MADRASHA,125046
468,Nilphamari,Kishoreganj,RANACHANDI SCHOOL AND COLLEGE,125057
469,Nilphamari,Saidpur,BANGALIPURHIGH SCHOOL,125209
470,Pabna,Bhangura,RUPSHI HIGH SCHOOL,125346
471,Panchagarh,Debiganj,BHOWLAGANJ D S N A MADRASHA,126034
472,Rajshahi,Baghmara,NAJIRPUR HIGH SCHOOL,126355
473,Rajshahi,Baghmara,HAMIRKUTSA DARUL ULUM DAKHIL MADRASAH,126383
474,Rajshahi,Godagari,AI HAI HIGH SCHOOL,126676
475,Rajshahi,Godagari,ALAKA TALA HIGH SCHOOL,126685
476,Rajshahi,Godagari,RAJARAMPUR CHATRA DARUL HADITH ALIM MADRASHA,126728
477,Rajshahi,Godagari,MOHONPUR DARGAPARA DAKHIL MADRASHA,126742
478,Rajshahi,Paba,KAPASHIA HIGH SCHOOL,126880
479,Rajshahi,Puthia,DHOKRAKUL ALIM MADRASHA,126999
480,Rajshahi,Tanore,KACHUA JUNIOR HIGH SCHOOL,127074
481,Rangpur,Pirganj,JAFORPARA KAMIL MADRASAH,127887
482,Habiganj,Nabiganj,HIRA MIAH GIRLS HIGH SCHOOL,129497
483,Maulvibazar,Kamalganj,NAJIR HASAN ISLAMIA DAKHIL MADRASAH,129610
484,Maulvibazar,Kulaura,SHAH SHUNDOR HIGH SCHOOL,129619
485,Maulvibazar,Kulaura,JALALA BAD HIGH SCHOOL,129635
486,Maulvibazar,Kulaura,UTTAR KULAURA HIGH SCHOOL,129643
487,Maulvibazar,Kulaura,SAPTAGRAM HIGH SCHOOL,129647
488,Maulvibazar,Kulaura,BABNIA HASHIMPUR NIZAMIA ALIM MADRASAH,129667
489,Maulvibazar,Kulaura,BHUKSHIMOIL SECONDARY SCHOOL AND COLLEGE,129685
490,Maulvibazar,Kulaura,BHATERA HIGH SCHOOL,129687
491,Sylhet,Beani Bazar,BEANI BAZAR GIRLS HIGH SCHOOL,130138
492,Sylhet,Beani Bazar,KAHLIL CHOWDHURY AB NIKETON,130140
493,Sylhet,Beani Bazar,DAKSHIN MURIA HIGH SCHOOL,130156
494,Sylhet,Beani Bazar,BEANIBAZAR KAMIL MADRASAH,130163
495,Sylhet,Fenchuganj,FARIZA KHATUN GIRLS HIGH SCHOOL,130238
496,Sylhet,Fenchuganj,GHILACHARA BILATERAL HIGH SCHOOL,130242
497,Sylhet,Fenchuganj,UTTAR KUSHIARA SECONDARY SCHOOL,130246
498,Sylhet,Golapganj,RANAPING ADARSHA HIGH SCHOOL,130278
499,Sylhet,Golapganj,ASIRGONJ ALIM MADRASHA,130288
500,Sylhet,Golapganj,MEHERPUR ANSARUL ULUM DAKHIL MADRASA,130290
501,Sylhet,Sylhet Sadar,RAJA GIRISHCHANDRA SECONDARY SCHOOL,130398
502,Sylhet,Sylhet Sadar,MOINUNNESSA GILRS HIGH SCHOOL,130402
503,Sylhet,Sylhet Sadar,RASOMOY MEMORIAL HIGH SCHOOL,130403
504,Sylhet,Dakshin Surma,HAZI RASHID ALI HIGH SCHOOL,130423
505,Sylhet,Sylhet Sadar,HAZI MUHAMMED SHAFIQUE HIGH SCHOOL,130432
506,Sylhet,Sylhet Sadar,SHAHJALAL UPOSHOHOR HIGH SCHOOL,130435
507,Sylhet,Dakshin Surma,SOMIPUR ISLAMIA DAKHIL MADRASAH,130443
508,Sylhet,Dakshin Surma,MOHAMMAD MOKAN HIGH SCHOOL SYLHET,130460
509,Sylhet,Sylhet Sadar,JAHIR TAHIR MEMORIAL HIGH SCHOOL,130465
510,Sylhet,Dakshin Surma,SIRAJ UDDIN AHMED ACADEMY,130468
511,Sylhet,Dakshin Surma,PROGOTI HIGH SCHOOL,130469
512,Sylhet,Dakshin Surma,RAKHALGONJ KC HIGH SCHOOL,130472
513,Sylhet,Dakshin Surma,SYED KUTUB JALAL MODEL HIGH SCHOOL,130477
514,Sylhet,Dakshin Surma,JAFRABAD DIPAKKIK HIGH SCHOOL AND COLLEGE,130478
515,Sylhet,Dakshin Surma,MOHAMMAD ABDUL AHAD HIGH SCHOOL,130484
516,Sylhet,Dakshin Surma,HAZI MOHAMMAD RAZA CHOWDHURY HIGH SCHOOL,130485
517,Sylhet,Dakshin Surma,GAZIRPARA HAFIZIA DAKHIL MADRASHA,130493
518,JAMALPUR,BOKSHIGANJ,PURBA BANGAL PARA ADARSHA HIGH SCHOOL,133706
519,Sylhet,Beani Bazar,JANNATUL UMMAH GIRLS DAKHIL MADRASAH,134329
520,Sylhet,Sylhet Sadar,SHAHJALAL ADARSHO GIRLS HIGH SCHOOL,135228
521,Dhaka,Shyampur,NEW VISION SCHOOL,136763
522,Kushtia,Bheramara,KOFEJAN NESA AND HAZI NIAMOT ULLAH HIGH SCHOOL,117490
523,Barguna,Barguna Sadar,NAYAVIZORA BNA HIGH SCHOOL,100002
524,Barguna,Amtali,DAKSHIN KATHALIA TAZEM ALI SECONDRY SCHOOL,100003
525,Barguna,Barguna Sadar,ALIRBANDAR A M SECONDARY SCHOOL,100005
526,Barguna,Barguna Sadar,BEHALA SECONDARY SCHOOL,100007
527,Barguna,Amtali,CHARAKGACHIA SECONDARY SCHOOL,100016
528,Barguna,Amtali,PURBA CHILA RAHMANIA HIGH SCHOOL,100017
529,Barguna,Amtali,CHILA HASEM BISWAS HIGH SCHOOL,100019
530,Barguna,Amtali,CHUNAKHALI HIGH SCHOOL,100021
531,Barguna,Amtali,MOFIZ UDDIN GIRLS PILOT HIGH SCHOOL,100022
532,Barguna,Amtali,GOZKHALIMLT HIGH SCHOOL,100023
533,Barguna,Barguna Sadar,CHOTO BOGI PK SECONDARY SCHOOL,100027
534,Barguna,Amtali,SHAHEED SOHRAWARDI SECONDARY SCHOOL,100028
535,Barguna,Amtali,KUKUA ADARSHA HIGH SCHOOL,100031
536,Barguna,Amtali,GAZIPUR BANDAIR HIGH SCHOOL,100032
537,Barguna,Barguna Sadar,BOGIRHAT SECONDARY SCHOOL,100043
538,Barguna,Barguna Sadar,CHOTO BOGI COMDEKA GIRLS HIGH SCHOOL,100049
539,Barguna,Barguna Sadar,TALUKDERPARA SECONDARY SCHOOL,100062
540,Barguna,Barguna Sadar,KARAIBARIA EATIM MONZIL GIRLS DAKHIL MADRASAH,100064
541,Barguna,Amtali,WEST CHILA AMINIA SENIOR MADRASHA,100065
542,Barguna,Barguna Sadar,HARINKHOLA CNA DAKHIL MADRASAH,100066
543,Barguna,Barguna Sadar,TALTALI CHOTO VAIJRA ALIM MADRASAH,100068
544,Barguna,Amtali,AMTALI BANDAR HOSSINI FAZIL MADRASAH,100069
545,Barguna,Amtali,GAZIPUR SENIOR MADRASAH,100070
546,Barguna,Amtali,UTTER KALAMPUR HATEMIA DAKHIL MADRASAH,100072
547,Barguna,Amtali,MOHISKATA N DAKHIL MADRASAH,100074
548,Barguna,Barguna Sadar,ZAKIR TABOK SALEHIA DAKHIL MADRASAH,100079
549,Barguna,Barguna Sadar,SOBAHANPARA DAKHIL MADRASAH,100081
550,Barguna,Amtali,PURBA KEWABUNIA AKBARIA DAKHIL MADRASAH,100082
551,Barguna,Barguna Sadar,PURBO KACHUPATRA SALEHIA DAKHIL MADRASAH,100083
552,Barguna,Amtali,AMRAGACHIA SALEHIA DAKHIL MADRASAH,100085
553,Barguna,Amtali,RAMMATPUR DAKHIL MADRASAH,100086
554,Barguna,Barguna Sadar,PANCHAKORALIA BAZAR BABU ALI DAKHIL MADRASAH,100087
555,Barguna,Barguna Sadar,KARAIBARIA DARUSSUNNAT DAKHIL MADRASH,100092
556,Barguna,Amtali,GHATKHALI AMINUDDIN GIRLS ALIM MADRASAH,100094
557,Barguna,Amtali,KALAGACHIA A GANI DAKHIL MADRASAH,100096
558,Barguna,Barguna Sadar,TALTALI SALEHIA ISLAMIA ALIM MADRASAH,100097
559,Barguna,Amtali,ALHAJ MD SHAMIM AHSAN DAKHIL MADRASAH MOHISDANGA,100099
560,Barguna,Amtali,UTTAR PASCHIM T KALAIA DAKHIL MADRASAH,100104
561,Barguna,Bamna,BUKABUNIA ADARSHA SECONDARY SCHOOL,100117
562,Barguna,Bamna,ASMATUNNESSA PILOT HS BAMNA,100119
563,Barguna,Bamna,HOGALPATI DOWATALA UNION SECONDARY SCHOOL,100120
564,Barguna,Bamna,RAMNA SHEREBANGLA SAMABAY S SCHOOL,100123
565,Barguna,Bamna,HALTA DAWATALA SM SECONDARY SCHOOL,100124
566,Barguna,Bamna,LAXMIPURA DAKHIL MADRASHA,100128
567,Barguna,Bamna,DHADIBANGA BIMSR MADRASHA,100130
568,Barguna,Bamna,NIZ AMTALI ISLAMIA DAKHIL MADRASH,100133
569,Barguna,Bamna,BAMNA SADAR AR RASHID FAZIL MADRASH,100137
570,Barguna,Bamna,SONBUNIA DAWATALA ARR ALIM MADRASHA,100138
571,Barguna,Bamna,BAMNA MOHILA DAKHIL MADRASHA,100139
572,Barguna,Barguna Sadar,FULJHURE HIGH SCHOOL AND COLLEGE,100146
573,Barguna,Barguna Sadar,DEMA GULISHA KHALI HAKIMIA HIGH SCHOOL,100149
574,Barguna,Barguna Sadar,BABUGANJ ADARSHO HIGH SCHOOL,100153
575,Barguna,Barguna Sadar,GUDIGHATA HIGH SCHOOL,100156
576,Barguna,Barguna Sadar,BARGUNA COLLEGIATE HIGH SCHOOL,100157
577,Barguna,Barguna Sadar,BARGUNA ADRSHO GIRLS HIGH SCHOOL,100158
578,Barguna,Barguna Sadar,BARGUNA D K P HIGH SCHOOL,100159
579,Barguna,Barguna Sadar,KARAITOLA SONAKHALI GOGAN MEMORIAL HIGH SCHOOL,100162
580,Barguna,Barguna Sadar,TATUL BARIA HIGH SCHOOL,100164
581,Barguna,Barguna Sadar,PARIRKHAL SECONDARY SCHOOL,100169
582,Barguna,Barguna Sadar,AYLA HIGH SCHOOL,100170
583,Barguna,Barguna Sadar,BURIRCHAR AMG HIGH SCHOOL,100172
584,Barguna,Barguna Sadar,ROADPARA SHAHID SMRITEE SECONDARY SCHOOL,100173
585,Barguna,Barguna Sadar,AMTOLI AK ADRSHO HIGH SCHOOL,100178
586,Barguna,Barguna Sadar,CHALITALOI HIGH SCHOOL,100182
587,Barguna,Barguna Sadar,GARJONBUNIA HIGH SCHOOL,100183
588,Barguna,Barguna Sadar,PURVO GUDHIGHATA SALEHIA KAMAIL MADRASHA,100200
589,Barguna,Barguna Sadar,KHAKBUNIA FAZIL MADRASHA,100204
590,Barguna,Barguna Sadar,KEORABUNIA ATIM KHANA GIRLS ALIM MADRASHA,100205
591,Barguna,Barguna Sadar,BARGUNA DARUL ULUM NESARIA KAMIL MADRASHA,100206
592,Barguna,Barguna Sadar,CHARAK GACHHIA FAZIL MADRASHA,100211
593,Barguna,Barguna Sadar,AJGORKHATI ABF DHAKIL MADRASHA,100212
594,Barguna,Barguna Sadar,KALIRTABAK AMIRIA DAKHAIL MADRASHA,100220
595,Barguna,Barguna Sadar,GAZI MAHHAMUD DARUSSHALAM DAKHIL MADRASAH,100222
596,Barguna,Barguna Sadar,KATHALTALI DK SAFIZ UDDIN DAKHIL MADRASAH,100230
597,Barguna,Barguna Sadar,ABDUL GANI HOWLADAR DAKHIL MADRASHA,100233
598,Barguna,Barguna Sadar,KEORABUNIA HIGH SCHOOL,100244
599,Barguna,Betagi,KADBHANU MEMORIAL GIRLS HIGH SCHOOL,100248
600,Barguna,Betagi,CHANDKHALI ISHAQUE HIGH SCHOOL,100255
601,Barguna,Betagi,MOKAMIA SECONDARY HIGH SCHOOL,100257
602,Barguna,Betagi,BALAIBUNIA HIGH SCHOOL,100260
603,Barguna,Betagi,JAMIR UDDIN SECONDARY SCHOOL,100262
604,Barguna,Betagi,KAZIRHAT HIGH SCHOOL,100267
605,Barguna,Betagi,BETAGI SALEHIA ALIM MADRASHA,100282
606,Barguna,Patharghata,KALMEGHA MUSLIM SECONDARY SCHOOL,100300
607,Barguna,Patharghata,PATHARGHATA ADARSHA PILOT GIRLS HIGH SCHOOL,100305
608,Barguna,Patharghata,CHARDUANI HIGH SCHOOL,100307
609,Barguna,Patharghata,HATEMPUR SECONDARY SCHOOL,100313
610,Barguna,Patharghata,KIRANPUR HIGH SCHOOL,100317
611,Barguna,Patharghata,BAIN CHATKI SECONDARY SCHOOL,100319
612,Barguna,Patharghata,TALUKCHARDUANI SECONDARY GIRLS SCHOOL,100321
613,Barguna,Patharghata,KALMEGHA DAKHIL MADRASHA,100333
614,BARISHAL,Agailjhara,AGAILJHARA SREEMATI MATRIMANGAL GIRLS SECONDARY SCHOOL,100348
615,BARISHAL,Agailjhara,AGAILJHARA BEGAI HALDER PUBLIC ACADEMY,100350
616,BARISHAL,Agailjhara,RAMANANDER ANK SECONDARY SCHOOL,100357
617,BARISHAL,Agailjhara,BARAPIKA SECONDARY SCHOOL,100359
618,BARISHAL,Agailjhara,RAJIHAR SECONDARY SCHOOL,100363
619,BARISHAL,Agailjhara,RANGTA SECONDARY SCHOOL,100372
620,BARISHAL,Babuganj,PURBA BHUTERDIA MEMORIAL HIGH SCHOOL,100389
621,BARISHAL,Babuganj,RAHMATPUR SECONDARY SHOOL,100390
622,BARISHAL,Babuganj,AGARPUR ALTAF MEMORIAL HIGH SCHOOL,100393
623,BARISHAL,Babuganj,JAHAPUR SECONDARY SCHOOL,100401
624,BARISHAL,Babuganj,FARIDGONJ BAHUMUKHI FAZIL MADRASHA,100424
625,BARISHAL,Babuganj,MADHOBPASHA CHANDRADIP HIGH SCHOOL,100444
626,BARISHAL,Babuganj,CHANDPASHA HIGH SCHOOL AND COLLEGE,100446
